"x" "y"
"116" 1 2.45715540064435
"117" -1 -0.377162977270324
"118" 1 1.0659360529972
"119" -1 0.810249915034168
"120" 1 2.67519679844531
"121" -1 0.726922355028363
"122" 1 2.89791754912462
"123" -1 2.0406016726975
"124" 1 3.32047767448297
"125" -1 0.195922756642631
"126" 1 3.85202741338156
"127" -1 1.22566145513812
"128" 1 2.38002933968443
"129" -1 -0.894246713167304
"130" 1 -0.0895377641683703
"131" -1 -2.45455746704952
"132" 1 0.40888409682196
"133" -1 -0.322156173930517
"134" 1 2.41764779729812
"135" -1 0.0122257204730575
"136" 1 2.07075308581035
"137" -1 -0.640918686450753
"138" 1 0.705955020620312
"139" -1 -0.279989982464799
"140" 1 0.732416437178137
"141" -1 0.814468758952787
"142" 1 2.64270228909166
"143" -1 0.792970886811707
"144" 1 1.97514609339096
"145" -1 -0.596757205711403
"146" 1 0.145902382554495
"147" -1 -1.85161324407368
"148" 1 0.752530485258151
"149" -1 -0.798418219106285
"150" 1 0.499887115749592
"151" -1 -2.13872356667937
"152" 1 -0.427049928354292
"153" -1 -0.688284265672513
"154" 1 0.243240540228994
"155" -1 -1.7601351081741
"156" 1 2.31824022432223
"157" -1 0.185441316561202
"158" 1 0.807056481083688
"159" -1 -1.73841860229874
"160" 1 0.920883236836009
"161" -1 -1.34680795851737
"162" 1 0.225996473784588
"163" -1 -1.94052040772233
"164" 1 0.344028280189124
"165" -1 0.108134223316038
"166" 1 2.00875568884555
"167" -1 1.08867961611251
"168" 1 3.61056577015183
"169" -1 1.3358692976305
"170" 1 1.66938036497686
"171" -1 -0.81867498907335
"172" 1 0.773322056695511
"173" -1 -1.05685571621251
"174" 1 2.34902853307556
"175" -1 2.6072046535991
"176" 1 5.89406524722296
"177" -1 3.37150775817172
"178" 1 3.27782958679691
"179" -1 0.761266764045473
"180" 1 2.77434731071422
"181" -1 1.54192558371023
"182" 1 4.35026099382348
"183" -1 2.7995443238576
"184" 1 3.12431554167237
"185" -1 1.86152703313849
"186" 1 3.22881711339742
"187" -1 1.28073810221893
"188" 1 3.22721546917077
"189" -1 1.5326606872242
"190" 1 3.40406960132792
"191" -1 -0.403812456390533
"192" 1 2.37306475402196
"193" -1 0.721784846969442
"194" 1 2.38395473699428
"195" -1 0.463703774341528
"196" 1 2.55137204227584
"197" -1 0.717254306609257
"198" 1 4.28637504192582
"199" -1 1.83868715879976
"200" 1 3.82288382680444
